DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P6210;P6210S1;P1366;P756;P756S3;P755;P755S3;P753;P753S3;P1662;P6080;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P1906S9;P3038;P3039
653511;237;2;1;2;94.675736041;3;305;6;2;;2;;1;;;9;4;4;3;2;4;4;3;4;4;1;2
653511;237;3;1;3;94.675736041;1;100;6;2;;1;;1;;;9;3;2;3;2;1;2;1;1;1;2;1
653512;237;1;1;1;113.10489534;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653512;237;2;1;2;113.10489534;1;100;4;2;;1;;1;;;9;3;2;3;2;2;3;3;3;2;2;1
653513;237;1;1;1;110.86112237;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653513;237;2;1;2;110.86112237;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653514;237;2;1;2;143.0530975;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653514;237;5;1;5;143.0530975;5;511;5;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653514;237;1;1;1;143.0530975;3;305;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653515;237;1;1;1;103.7185315;4;408;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653515;237;2;1;2;103.7185315;3;303;3;1;;1;;1;;;9;4;4;2;4;4;4;4;4;4;2;1
653516;237;1;1;1;142.34200611;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653517;237;1;1;1;154.3656023;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653517;237;2;1;2;154.3656023;4;409;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653517;237;3;1;3;154.3656023;6;603;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653517;237;4;1;4;154.3656023;4;408;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
653518;237;2;1;2;123.17902486;4;409;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;;
653518;237;1;1;1;123.17902486;5;511;5;2;;1;;1;;;9;4;4;2;3;4;4;4;4;4;1;2
653519;237;1;1;1;103.7185315;3;302;3;2;;1;;1;;;9;4;4;3;3;4;4;4;4;4;2;1
653519;237;2;1;2;103.7185315;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653520;237;1;1;1;148.75793313;5;510;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653520;237;2;1;2;148.75793313;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653520;237;3;1;3;148.75793313;5;510;6;1;;2;;1;;;9;4;4;4;4;4;4;4;4;4;;
653521;237;1;1;1;115.24281278;3;303;3;2;;1;;1;;;5;4;4;3;3;3;4;4;4;3;2;1
653521;237;2;1;2;115.24281278;1;100;3;2;;1;;1;;;9;4;4;3;3;3;4;4;4;4;1;2
653522;237;1;1;1;119.45305644;6;602;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653523;237;1;1;1;422.22063542;3;305;6;2;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
653523;237;2;1;2;422.22063542;5;511;6;2;;1;;1;;;9;4;4;4;3;3;4;4;4;4;2;1
653525;237;1;1;1;442.84482333;3;305;6;1;;1;;1;;;1;4;4;4;4;4;4;4;4;4;2;1
653527;237;1;1;1;378.46352764;5;511;5;2;;1;;1;;;9;3;4;4;4;4;4;4;4;4;1;2
653527;237;2;1;2;378.46352764;5;511;5;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653528;237;1;1;1;484.15783793;1;100;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653528;237;2;1;2;484.15783793;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653529;237;1;1;1;346.61299761;6;600;2;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653529;237;2;1;2;346.61299761;6;602;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653530;237;1;1;1;581.84557729;6;600;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653530;237;2;1;2;581.84557729;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653530;237;3;1;3;581.84557729;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
653530;237;4;1;4;581.84557729;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653531;237;6;1;6;367.03280451;6;603;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653531;237;1;1;1;367.03280451;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653531;237;2;1;2;367.03280451;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
653531;237;3;1;3;367.03280451;3;305;4;2;;1;;1;;;9;4;4;3;3;4;4;4;4;3;1;2
653531;237;4;1;4;367.03280451;3;300;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653531;237;5;1;5;367.03280451;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653532;237;1;1;1;378.46352764;4;408;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653532;237;2;1;2;378.46352764;3;305;5;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653533;237;1;1;1;565.98895032;6;607;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653535;237;1;1;1;408.74060985;3;305;2;2;;1;;1;;;9;2;4;4;3;3;4;4;4;3;2;1
653535;237;2;1;2;408.74060985;3;305;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653536;237;4;1;4;399.37753102;3;305;4;1;;1;;1;;;9;3;2;3;2;3;3;2;3;3;1;2
653536;237;1;1;1;399.37753102;5;511;5;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
653536;237;2;1;2;399.37753102;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653536;237;3;1;3;399.37753102;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653537;237;1;1;1;476.86404482;5;511;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653537;237;2;1;2;476.86404482;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653538;237;1;1;1;516.65229389;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653539;237;2;1;2;430.24179455;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653539;237;3;1;3;430.24179455;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653539;237;1;1;1;430.24179455;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653540;237;1;1;1;476.86404482;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653540;237;2;1;2;476.86404482;3;305;4;2;;1;;1;;;9;4;3;3;3;3;3;3;4;3;1;2
653541;237;1;1;1;516.65229389;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653542;237;1;1;1;516.65229389;6;606;3;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653543;237;1;1;1;397.38670402;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653543;237;2;1;2;397.38670402;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653544;237;1;1;1;456.39575098;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653545;237;1;1;1;507.96868892;5;511;4;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653545;237;2;1;2;507.96868892;6;611;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653546;237;1;1;1;510.12946749;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653546;237;2;1;2;510.12946749;6;610;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653546;237;3;1;3;510.12946749;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653547;237;1;1;1;425.27152881;6;600;5;1;;2;;1;;;9;4;4;2;2;4;4;4;4;4;1;2
653547;237;2;1;2;425.27152881;5;510;5;1;;2;;1;;;9;1;3;3;2;2;2;2;3;2;1;2
653548;237;2;1;2;425.77146859;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653548;237;1;1;1;425.77146859;3;305;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653549;237;1;1;1;445.71480118;6;606;2;1;;1;;1;;;9;4;4;2;4;4;4;4;4;4;1;2
653549;237;2;1;2;445.71480118;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653550;237;2;1;2;543.01288748;4;409;2;2;;1;;1;;;5;4;4;3;2;3;4;3;4;4;1;2
653550;237;1;1;1;543.01288748;4;409;2;2;;1;;1;;;1;4;4;4;4;4;4;4;4;4;2;1
653551;237;3;1;3;492.30880642;6;603;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653551;237;4;1;4;492.30880642;3;305;4;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653551;237;1;1;1;492.30880642;6;602;3;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653551;237;2;1;2;492.30880642;6;606;3;1;;1;;1;;;5;4;1;3;1;1;1;1;2;2;2;1
653552;237;1;1;1;238.00193236;9;999;4;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653553;237;1;1;1;238.00193236;5;511;4;2;;2;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
653554;237;1;1;1;217.99499192;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653554;237;2;1;2;217.99499192;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653555;237;1;1;1;238.00193236;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653556;237;1;1;1;198.14517173;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653556;237;2;1;2;198.14517173;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653556;237;3;1;3;198.14517173;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653556;237;4;1;4;198.14517173;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653559;237;1;1;1;391.41863449;3;305;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653559;237;2;1;2;391.41863449;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653560;237;1;1;1;401.24917515;6;603;4;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653560;237;2;1;2;401.24917515;5;511;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653561;237;1;1;1;512.9695471;6;605;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653561;237;2;1;2;512.9695471;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653562;237;1;1;1;446.25362318;3;303;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653563;237;1;1;1;281.48042361;3;303;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653563;237;2;1;2;281.48042361;3;302;6;2;;1;;1;;;9;4;3;4;4;4;3;4;4;4;2;1
653564;237;1;1;1;446.25362318;4;409;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653565;237;1;1;1;396.78090276;5;511;5;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
653565;237;2;1;2;396.78090276;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653567;237;1;1;1;209.30380085;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653567;237;2;1;2;209.30380085;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653567;237;3;1;3;209.30380085;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
653568;237;1;1;1;767.60711768;3;303;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653568;237;2;1;2;767.60711768;6;601;6;2;;2;;1;;;1;4;4;3;4;4;4;4;4;4;;
653569;237;1;1;1;423.03818045;4;408;6;1;;1;;1;;;9;4;4;2;2;4;4;2;4;4;1;2
653569;237;2;1;2;423.03818045;6;603;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653570;237;1;1;1;350.23960667;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653570;237;2;1;2;350.23960667;4;407;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653571;237;1;1;1;409.05287388;6;601;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653572;237;1;1;1;387.98820383;3;305;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653573;237;1;1;1;636.81954428;3;305;4;1;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
653574;237;1;1;1;393.22484793;6;601;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653574;237;2;1;2;393.22484793;6;602;1;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653575;237;1;1;1;287.8762979;3;305;5;1;;1;;1;;;9;4;4;3;3;4;3;4;4;4;1;2
653576;237;1;1;1;750.78610637;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653576;237;2;1;2;750.78610637;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653576;237;3;1;3;750.78610637;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653577;237;1;1;1;490.45848576;4;408;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653578;237;2;1;2;315.14020125;4;409;1;3;3;3;3;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653578;237;4;1;4;315.14020125;3;305;6;2;;1;;1;;;5;4;4;3;4;4;4;4;4;4;2;1
653578;237;1;1;1;315.14020125;3;305;1;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653579;237;1;1;1;315.14020125;3;305;2;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653579;237;2;1;2;315.14020125;5;511;2;2;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653580;237;1;1;1;367.73065194;4;409;4;2;;1;;1;;;5;3;3;3;3;3;3;3;3;3;1;2
653581;237;1;1;1;589.94876469;5;511;2;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653582;237;1;1;1;315.14020125;4;406;4;1;;1;;1;;;5;4;4;4;3;3;4;4;4;4;2;1
653582;237;2;1;2;315.14020125;6;607;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653583;237;1;1;1;315.14020125;5;511;2;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653583;237;2;1;2;315.14020125;5;511;2;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653583;237;3;1;3;315.14020125;5;511;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653583;237;4;1;4;315.14020125;5;511;6;1;;1;;1;;;5;4;3;4;3;3;3;3;3;4;1;2
653584;237;1;1;1;315.14020125;6;602;5;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653584;237;2;1;2;315.14020125;6;602;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653584;237;3;1;3;315.14020125;6;605;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653585;237;1;1;1;728.64828039;6;602;5;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653586;237;1;1;1;490.45848576;1;100;4;1;;1;;1;;;1;3;4;3;4;4;4;4;4;3;2;1
653587;237;1;1;1;384.48651798;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653587;237;2;1;2;384.48651798;5;511;2;1;;1;;1;;;1;4;4;4;4;4;4;4;4;4;2;1
653588;237;1;1;1;574.01052925;4;409;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653589;237;1;1;1;281.47904684;1;100;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653590;237;1;1;1;255.24063116;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653590;237;2;1;2;255.24063116;3;305;2;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653591;237;1;1;1;281.47904684;3;303;6;1;;1;;1;;;5;3;3;4;2;4;3;2;3;2;1;2
653592;237;1;1;1;255.24063116;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653593;237;1;1;1;553.98775269;5;511;2;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653593;237;2;1;2;553.98775269;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653594;237;1;1;1;1252.1126021;1;100;2;3;3;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653594;237;2;1;2;1252.1126021;5;511;2;3;3;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653595;237;3;1;3;955.463094;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653595;237;4;1;4;955.463094;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653595;237;5;1;5;955.463094;1;100;6;1;;1;;1;;;9;4;2;4;2;4;2;2;2;4;;
653595;237;6;1;6;955.463094;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653595;237;1;1;1;955.463094;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653595;237;2;1;2;955.463094;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653596;237;4;1;4;284.57104592;6;602;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653596;237;5;1;5;284.57104592;6;600;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653596;237;1;1;1;284.57104592;5;510;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653596;237;2;1;2;284.57104592;5;511;2;1;;1;;1;;;5;4;4;4;4;4;4;4;3;3;1;2
653596;237;3;1;3;284.57104592;5;511;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653597;237;1;1;1;284.57104592;6;605;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653597;237;2;1;2;284.57104592;4;407;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653597;237;3;1;3;284.57104592;4;406;4;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653598;237;1;1;1;284.57104592;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653598;237;2;1;2;284.57104592;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653598;237;3;1;3;284.57104592;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653598;237;4;1;4;284.57104592;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653599;237;1;1;1;284.57104592;5;511;5;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653600;237;1;1;1;284.57104592;5;511;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653600;237;2;1;2;284.57104592;5;511;6;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653601;237;1;1;1;284.57104592;4;408;5;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653602;237;2;1;2;1252.1126021;5;511;3;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;1;2
653602;237;1;1;1;1252.1126021;5;511;3;1;;1;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
653604;237;1;1;1;609.6711554;4;407;5;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653605;237;1;1;1;641.73758242;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653605;237;2;1;2;641.73758242;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653606;237;1;1;1;1245.5296905;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653606;237;2;1;2;1245.5296905;6;602;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653607;237;1;1;1;548.00013734;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653607;237;2;1;2;548.00013734;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653607;237;4;1;4;548.00013734;3;305;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653609;237;1;1;1;665.66630098;5;511;4;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653609;237;2;1;2;665.66630098;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653610;237;1;1;1;1073.1670572;5;511;2;2;;1;;1;;;9;2;2;3;4;4;4;4;4;4;2;1
653610;237;2;1;2;1073.1670572;5;511;2;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653610;237;3;1;3;1073.1670572;5;511;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653611;237;1;1;1;54.964000824;6;605;3;2;;1;;1;;;9;4;4;4;1;4;4;2;4;4;2;1
653611;237;2;1;2;54.964000824;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653612;237;1;1;1;27.66186458;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653612;237;2;1;2;27.66186458;6;607;5;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653612;237;3;1;3;27.66186458;6;605;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653613;237;1;1;1;56.023757997;3;305;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653613;237;2;1;2;56.023757997;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653614;237;1;1;1;38.691876898;3;305;3;1;;1;;1;;;9;4;4;3;3;4;3;3;3;4;2;1
653614;237;2;1;2;38.691876898;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653614;237;3;1;3;38.691876898;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653614;237;4;1;4;38.691876898;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653614;237;5;1;5;38.691876898;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653614;237;6;1;6;38.691876898;4;409;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
653615;237;1;1;1;83.723072685;6;605;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653615;237;2;1;2;83.723072685;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653616;237;1;1;1;57.069941032;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653616;237;2;1;2;57.069941032;6;602;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653616;237;3;1;3;57.069941032;4;408;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
653617;237;4;1;4;51.481114022;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653617;237;5;1;5;51.481114022;3;302;6;2;;1;;1;;;9;3;4;3;2;4;3;4;4;3;1;2
653617;237;1;1;1;51.481114022;6;607;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653617;237;2;1;2;51.481114022;6;602;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653617;237;3;1;3;51.481114022;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653618;237;1;1;1;40.96902722;6;605;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653618;237;2;1;2;40.96902722;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653619;237;4;1;4;54.133989531;6;605;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653619;237;5;1;5;54.133989531;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653619;237;6;1;6;54.133989531;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653619;237;7;1;7;54.133989531;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653619;237;1;1;1;54.133989531;6;603;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653619;237;2;1;2;54.133989531;3;305;6;2;;1;;1;;;1;4;4;4;3;4;4;4;4;4;2;1
653619;237;3;1;3;54.133989531;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653620;237;1;1;1;52.40217921;3;305;4;2;;1;;1;;;9;2;4;2;3;4;4;3;4;3;2;1
653621;237;1;1;1;54.043197726;4;408;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653621;237;2;1;2;54.043197726;4;409;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653622;237;1;1;1;75.049800242;5;511;3;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
653622;237;2;1;2;75.049800242;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653622;237;3;1;3;75.049800242;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653622;237;4;1;4;75.049800242;6;602;3;1;;1;;1;;;1;4;4;4;4;4;4;4;4;4;2;1
653623;237;2;1;2;76.479503221;5;511;2;1;;1;;1;;;9;4;4;3;4;4;4;4;4;3;1;2
653623;237;3;1;3;76.479503221;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653623;237;4;1;4;76.479503221;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653623;237;1;1;1;76.479503221;5;511;2;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653624;237;1;1;1;64.311765394;5;511;6;1;;1;;1;;;9;3;4;4;4;4;4;4;4;4;2;1
653625;237;1;1;1;64.191525011;6;614;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
653625;237;2;1;2;64.191525011;5;511;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
653625;237;3;1;3;64.191525011;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
653626;237;1;1;1;65.215650317;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653627;237;1;1;1;39.163108884;6;610;5;1;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
653627;237;2;1;2;39.163108884;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
653627;237;3;1;3;39.163108884;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
