DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3105;P1361S20;P1361S14;P1361S21;P1361S3;P1361S4;P1361S5;P1361S22;P1361S23;P1361S7;P1361S11;P1361S24;P1361S12;P1361S13;P3106;P3502;P3107;P1358S16;P1358S13;P1358S17;P1358S3;P1358S4;P1358S5;P1358S18;P1358S19;P1358S7;P1358S12;P1358S20;P1358S10;P3108;P564;P3109S1;P3109S2;P3109S3;P3109S4;P3109S5;P3109S6;P3109S7;P3109S16;P3109S17;P3109S9;P3109S10;P3109S11;P3109S12;P3109S13;P3109S18;P3109S14;P3109S15;P3111S1;P3111S2;P3111S3;P3111S4;P3111S5;P3111S6;P3111S7;P3111S8;P3111S9;P3112S1;P3112S2;P3112S3;P3112S4;P3112S5;P3112S6;P3112S7;P3112S8;P3112S9;P3112S10;P3112S11;P3112S16;P3112S14;P3112S15;P1353S1;P1353S2;P1353S3;P1353S4;P1353S5;P1353S6;P3302S1;P3302S9;P3302S4;P3302S5;P3302S7;P3302S8;P3503S1;P3503S2;P3503S3;P3503S4;P3503S5;P3503S6
684767;237;2;1;2;74.413054461;2;;;;;;;;;;;;;;3;3;2;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;1;3;3;3;5;2;;5;3;;;;;1;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;4;3;3;3;3;3
684768;237;1;1;1;77.581626867;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;1;;;;1;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
684768;237;2;1;2;77.581626867;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;1;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
684768;237;3;1;3;77.581626867;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;1;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;4;4;4;3;4;4
684768;237;4;1;4;77.581626867;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;1;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684768;237;5;1;5;77.581626867;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;1;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
684769;237;1;1;1;65.270558222;2;;;;;;;;;;;;;;3;2;3;1;1;1;2;2;2;2;2;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;3;;5;3;;;;;1;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684770;237;1;1;1;57.268736482;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;5;2;5;2;;5;5;;;;1;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;4;3;2;9;4;4
684770;237;2;1;2;57.268736482;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;1;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;4;4;2;9;4;4
684771;237;1;1;1;86.61503293;2;;;;;;;;;;;;;;3;3;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;5;3;3;3;3;;3;5;;;;;1;1;;;;;;;;;1;2;1;2;2;1;2;2;2;2;2;2;4;4;4;4;4;4
684771;237;2;1;2;86.61503293;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;3;3;3;;4;3;;1;;1;1;1;;;;;;;;;1;2;2;2;2;1;2;2;2;2;2;2;4;4;4;4;4;4
684772;237;1;1;1;123.61848148;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;2;;3;3;;;;;1;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
684773;237;1;1;1;42.49597756;2;;;;;;;;;;;;;;3;2;3;1;2;1;1;1;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;5;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684773;237;2;1;2;42.49597756;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;5;5;;1;;1;1;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684773;237;3;1;3;42.49597756;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;3;;1;1;1;1;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;5;5;5
684773;237;4;1;4;42.49597756;2;;;;;;;;;;;;;;3;2;3;1;2;1;1;2;2;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;3;3;3;5;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684773;237;5;1;5;42.49597756;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;3;;1;1;1;1;1;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684773;237;6;1;6;42.49597756;2;;;;;;;;;;;;;;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;1;;;1;1;;;;;;;;;;;;2;3;3;3;3;2;;5;5;;1;1;1;1;1;1;;;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684774;237;1;1;1;79.855618845;2;;;;;;;;;;;;;;3;3;3;1;1;1;1;2;2;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;5;5;;1;;1;1;1;;;;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684774;237;2;1;2;79.855618845;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;;5;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684774;237;3;1;3;79.855618845;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;4;4;4;4
684775;237;1;1;1;57.165921734;2;;;;;;;;;;;;;;5;3;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684775;237;2;1;2;57.165921734;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;2;;5;3;;1;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684776;237;1;1;1;111.65652522;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;1;;1;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684776;237;2;1;2;111.65652522;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684776;237;3;1;3;111.65652522;2;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;1;;1;1;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684777;237;1;1;1;72.062393469;2;;;;;;;;;;;;;;3;3;3;1;2;1;2;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;3;;5;5;;1;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;3;3;3;3;3
684777;237;2;1;2;72.062393469;2;;;;;;;;;;;;;;3;2;3;1;2;1;1;1;1;2;1;1;1;2;2;1;1;;1;1;1;;1;1;;;;;;;;;;;3;4;3;4;4;3;;5;5;;1;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;4
684778;237;1;1;1;71.888397539;4;1;1;1;2;2;2;2;2;2;2;2;;;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;5;2;5;4;;5;5;1;;1;;;1;;1;1;;1;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;4;5;4;4;4
684778;237;2;1;2;71.888397539;3;1;1;1;1;1;2;2;2;2;2;2;;;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;;1;;;1;;;;;;;;;2;5;4;2;5;4;;5;5;1;1;;1;1;1;;;1;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;3;3;3;3;3
684778;237;3;1;3;71.888397539;3;2;2;2;2;2;2;2;2;2;2;2;;;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;3;2;;3;3;1;;1;1;;1;;;1;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;3;4;3;3;3
684779;237;1;1;1;51.449329561;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;3;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684779;237;2;1;2;51.449329561;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684780;237;1;1;1;51.449329561;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684780;237;2;1;2;51.449329561;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;3;2;2;3;2;;5;4;;1;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684781;237;2;1;2;64.856154122;2;;;;;;;;;;;;;;3;3;3;1;2;1;1;1;1;1;1;1;1;2;2;1;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;4;5;5;5;4
684781;237;1;1;1;64.856154122;2;;;;;;;;;;;;;;3;3;3;1;2;1;1;1;1;1;1;1;1;2;2;1;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;5;4;1;1;1;1;1;1;1;;1;1;;1;;;2;2;2;2;2;2;1;1;2;2;2;2;4;3;3;2;3;4
684782;237;1;1;1;73.700175139;3;2;2;2;2;1;2;2;2;1;2;1;;;3;2;3;2;2;1;1;1;2;2;2;1;1;2;2;3;1;;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;5;;;;;;1;;;;;;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;3;3;9;5;5
684782;237;2;1;2;73.700175139;3;2;2;2;1;1;2;2;2;1;2;1;;;3;3;3;2;2;2;1;1;2;2;2;1;1;2;2;2;1;1;1;;;;;;;;;;;;;;;;2;3;3;3;5;3;;4;5;1;;;;;1;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;5;4;3;9;5;5
684783;237;1;1;1;72.375699334;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;;;;;;;;;;;;;;;;2;3;3;3;5;3;;3;5;;;;;;1;;;;;;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;4;3;3;5;5
684783;237;2;1;2;72.375699334;3;2;2;2;1;1;2;2;2;1;2;1;;;3;2;3;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;;;;;;;;;;;;;;;;2;3;3;3;5;3;;4;5;;;;;;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;5;4;3;3;5;5
684783;237;3;1;3;72.375699334;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;2;2;2;1;1;1;1;3;1;;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;4;3;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;2;1;5;5
684784;237;2;1;2;73.700175139;3;2;2;2;1;1;2;2;2;1;2;1;;;3;2;3;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;4;5;;;;;1;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;5;4;4;9;5;5
684784;237;1;1;1;73.700175139;3;2;2;2;1;1;2;2;2;1;2;1;;;3;2;3;2;2;1;1;1;2;2;2;1;1;1;1;2;1;1;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;4;5;;;;;;;;;;;;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;4;3;4;5;5
684785;237;1;1;1;84.061825459;3;1;2;1;1;1;1;1;1;1;2;1;;;3;3;3;1;2;1;1;1;1;1;1;1;1;2;2;1;1;;1;1;1;1;1;1;1;1;1;;;;;1;;;4;3;3;3;4;3;;5;4;1;1;;1;1;1;1;;;1;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684785;237;2;1;2;84.061825459;3;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3;;5;4;1;1;1;1;1;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684786;237;2;1;2;51.449329561;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
684786;237;1;1;1;51.449329561;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;;;;1;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684787;237;1;1;1;135.11698775;2;;;;;;;;;;;;;;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;4;5;5;5;5;4;;5;5;1;1;;;1;;1;;1;;;;;;2;2;1;2;2;1;9;9;9;9;9;9;4;4;5;5;4;5
684787;237;2;1;2;135.11698775;2;;;;;;;;;;;;;;2;2;3;1;1;1;1;1;1;1;2;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;2;5;5;2;5;4;;5;5;1;;1;;1;1;1;;1;;;;;;2;1;1;2;1;1;2;2;2;2;2;2;5;3;4;5;5;5
684788;237;1;1;1;90.860039193;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;3;5;5;2;4;;5;5;1;1;;1;1;;;1;;1;;1;;;2;2;2;2;2;2;1;1;2;2;2;2;4;4;5;4;5;5
684788;237;2;1;2;90.860039193;2;;;;;;;;;;;;;;2;2;3;1;1;1;1;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;3;3;5;5;5;4;;5;5;;1;1;;1;;1;;1;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
684789;237;1;1;1;118.98278842;3;2;2;2;2;2;1;1;1;1;1;1;;;3;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;2;5;5;2;3;4;;5;5;1;1;;;1;1;1;1;;1;;;;;1;1;1;2;2;1;9;9;9;9;9;9;4;5;4;4;5;4
684790;237;1;1;1;66.995001604;3;2;2;1;1;1;2;1;1;1;2;1;;;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;2;3;3;2;5;2;;3;5;;1;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684791;237;1;1;1;56.025316817;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;3;2;5;2;;3;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
684791;237;2;1;2;56.025316817;2;;;;;;;;;;;;;;5;2;3;2;2;1;1;1;2;1;1;1;1;2;2;3;2;;;;;;;;;;;;;;;;;;2;3;3;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;4;4;5
684792;237;1;1;1;100.49250241;2;;;;;;;;;;;;;;5;2;3;1;2;1;1;1;1;2;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;3;;5;5;;1;;;1;;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;5;5;5;5;4;5
684793;237;2;1;2;67.476285597;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;1;2;1;2;2;2;2;2;2;4;4;4;4;4;4
684793;237;3;1;3;67.476285597;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;1;1;3;3;2;;5;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;4
684793;237;4;1;4;67.476285597;1;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;4;3;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;4;4;4;5;4;4
684793;237;1;1;1;67.476285597;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;3;2;;3;5;;;;;;;;;;;;;;2;2;2;1;2;1;1;2;2;2;2;2;2;5;4;5;9;4;4
684794;237;1;1;1;70.935884051;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;5;5;5;5
684795;237;1;1;1;48.236401155;2;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;1;2;1;1;2;2;2;2;5;4;4;5;5;5
684796;237;1;1;1;61.136102237;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;4;4;4;4;4;4
684796;237;2;1;2;61.136102237;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;3;3;3;;3;3;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;4;3;3;3;4;4
684796;237;3;1;3;61.136102237;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;2;;2;3;;;;;;;;;;;;;;2;2;1;1;2;2;1;2;2;2;2;2;2;4;3;3;3;3;3
684797;237;1;1;1;96.713984535;2;;;;;;;;;;;;;;3;2;3;2;2;2;1;1;2;2;1;1;1;2;2;2;2;;;;;;;;;;;;;;;;;;2;3;5;3;5;3;;5;5;;;;;;;;;;;;;;2;1;1;1;2;1;2;2;2;2;2;2;2;5;5;4;4;4;5
684798;237;1;1;1;72.362483789;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;1;1;2;2;1;2;2;2;2;2;2;5;5;5;5;3;5
684798;237;2;1;2;72.362483789;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;4;4;3
684799;237;1;1;1;102.50416348;3;2;2;2;2;1;2;2;2;1;2;1;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
684800;237;4;1;4;69.707531843;2;;;;;;;;;;;;;;5;3;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;1;;1;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684800;237;1;1;1;69.707531843;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;1;;;;;1;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684800;237;2;1;2;69.707531843;3;1;1;1;1;1;1;1;1;1;1;1;;;3;3;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;2;;5;5;1;;1;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;4;3;3;2;3;2
684800;237;3;1;3;69.707531843;3;2;2;2;1;1;1;1;1;1;1;1;;;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;5;2;1;1;;;1;1;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684801;237;1;1;1;66.941367563;2;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;;2;2;;;;1;;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684802;237;1;1;1;68.433651305;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684802;237;2;1;2;68.433651305;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
684803;237;1;1;1;109.53904486;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;4;2;1;;;;1;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684803;237;2;1;2;109.53904486;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;1;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4
684803;237;3;1;3;109.53904486;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;1;2;2;2;2;2;2;2;3;2;2;3;3;3
684803;237;4;1;4;109.53904486;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684803;237;5;1;5;109.53904486;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684804;237;1;1;1;84.567926417;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
684804;237;2;1;2;84.567926417;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
684804;237;3;1;3;84.567926417;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684805;237;1;1;1;69.618795263;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2
684805;237;2;1;2;69.618795263;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
684806;237;1;1;1;68.433651305;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;3;2;3;2;1;2
684806;237;2;1;2;68.433651305;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
684807;237;1;1;1;84.456445285;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;1;1;;1;;1;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
684807;237;2;1;2;84.456445285;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;1;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
